time,result,table,controller,site,power_factor_avg,power_factor_l1,power_factor_l2,power_factor_l3,units,current_l1,current_l2,current_l3,volts_l1_n,volts_l2_n,volts_l3_n,apparent_power_l1,apparent_power_l2,apparent_power_l3,apparent_power_total,power_l1,power_l2,power_l3
2025-11-05 09:45:00+00:00,0.0,2.054054054054054,0.0,0.0,0.7785714285714286,0.8585714285714285,0.79,0.7,0.0,0.6414285714285715,0.5514285714285715,0.7214285714285714,235.0,233.52857142857144,235.1,0.1500617142857143,0.12898957142857143,0.16928885714285716,0.4486178571428571,0.12851385714285715,0.10181471428571429,0.11881928571428571
2025-11-05 10:00:00+00:00,0.0,1.9189189189189189,0.0,0.0,0.78,0.86,0.7914285714285715,0.7057142857142856,0.0,0.64,0.55,0.72,234.18571428571428,232.77142857142857,234.4,0.14949985714285716,0.12817657142857142,0.16832114285714286,0.44614985714285715,0.12813714285714287,0.1018957142857143,0.11871042857142856
2025-11-05 10:15:00+00:00,0.0,1.9761904761904763,0.0,0.0,0.78,0.86,0.79,0.7,0.0,0.64,0.55,0.72,234.525,233.07500000000002,234.7375,0.14968425000000002,0.12841925,0.1690495,0.447103125,0.128107375,0.10182137499999999,0.118821125
2025-11-05 10:30:00+00:00,0.0,2.0277777777777777,0.0,0.0,0.78,0.86,0.79,0.7,0.0,0.64,0.55,0.72,234.45714285714286,232.9857142857143,234.71428571428572,0.1494787142857143,0.12837057142857142,0.16896771428571428,0.4471917142857143,0.12800771428571428,0.10157885714285715,0.1185597142857143
2025-11-05 10:45:00+00:00,0.0,2.0,0.0,0.0,0.78,0.8574999999999999,0.7925,0.7024999999999999,0.0,0.64,0.55,0.72,234.7625,233.325,235.125,0.149462875,0.12825275,0.1692165,0.446866375,0.1279775,0.101696,0.11904875
2025-11-05 11:00:00+00:00,0.0,1.9743589743589745,0.0,0.0,0.8585714285714285,0.9414285714285714,0.897142857142857,0.7642857142857142,0.0,0.49714285714285716,0.40714285714285714,0.5485714285714286,234.41428571428574,233.0,234.8857142857143,0.116526,0.09459711428571428,0.12832985714285713,0.33956957142857147,0.10862842857142858,0.08355538571428571,0.09726177142857143
2025-11-05 11:15:00+00:00,0.0,2.0,0.0,0.0,0.89,0.9775,0.94,0.79,0.0,0.44,0.35,0.48,234.4375,233.075,235.0125,0.10328000000000001,0.081269475,0.11202925,0.29633075,0.10060725,0.07618762500000001,0.088433175
2025-11-05 11:30:00+00:00,0.0,1.9444444444444444,0.0,0.0,0.8985714285714286,0.9757142857142858,0.937142857142857,0.79,0.0,0.44,0.35,0.48,234.24285714285716,232.7571428571429,234.87142857142857,0.10282514285714285,0.08107235714285714,0.11175571428571429,0.2958094285714286,0.100321,0.07599238571428571,0.0881636
2025-11-05 11:45:00+00:00,0.0,1.951219512195122,0.0,0.0,0.895,0.97875,0.94,0.79,0.0,0.44,0.35,0.48,234.325,232.875,234.875,0.102858375,0.0811361,0.111697,0.29597325,0.100426125,0.076118125,0.08827455
2025-11-05 12:00:00+00:00,0.0,2.0476190476190474,0.0,0.0,0.895,0.97875,0.94,0.79,0.0,0.44,0.35,0.48,234.4,232.8625,234.9,0.10317075,0.081275875,0.112184875,0.296594875,0.100740625,0.076166125,0.08850883749999999
2025-11-05 12:15:00+00:00,0.0,1.9189189189189189,0.0,0.0,0.8928571428571429,0.9742857142857143,0.9400000000000001,0.79,0.0,0.44,0.35,0.48,234.81428571428572,233.22857142857143,235.28571428571428,0.103233,0.08135448571428572,0.11239914285714285,0.296836,0.10067114285714286,0.07633295714285714,0.08852728571428571
2025-11-05 12:30:00+00:00,0.0,2.0,0.0,0.0,0.895,0.9775,0.9375,0.79,0.0,0.44,0.35,0.48,234.95,233.45,235.45,0.10326375,0.081408625,0.11233825,0.29691525,0.1008585,0.07646990000000001,0.088471825
2025-11-05 12:45:00+00:00,0.0,2.0,0.0,0.0,0.8928571428571429,0.9799999999999999,0.9385714285714285,0.79,0.0,0.44,0.35,0.48,235.08571428571426,233.4857142857143,235.54285714285714,0.10336428571428571,0.08158447142857142,0.11263414285714286,0.29767114285714286,0.100953,0.07634781428571429,0.08881558571428572
2025-11-05 13:00:00+00:00,0.0,2.0,0.0,0.0,0.89125,0.98,0.94,0.79,0.0,0.44,0.35,0.48,235.2,233.6375,235.775,0.10320075,0.08168901249999999,0.11277625,0.29786825,0.10072875,0.07641945,0.088897175
2025-11-05 13:15:00+00:00,0.0,1.9444444444444444,0.0,0.0,0.89,0.9799999999999999,0.9400000000000001,0.79,0.0,0.44,0.35,0.48,235.18571428571428,233.62857142857143,235.62857142857143,0.10309800000000001,0.0814944,0.112841,0.2974461428571429,0.10073842857142856,0.07631755714285714,0.08846795714285714
2025-11-05 13:30:00+00:00,0.0,1.9444444444444444,0.0,0.0,0.89,0.9799999999999999,0.9400000000000001,0.79,0.0,0.44,0.35,0.48,235.58571428571426,233.9857142857143,236.1142857142857,0.10360671428571429,0.08180117142857143,0.11315014285714285,0.29843842857142855,0.101182,0.07663422857142857,0.08915378571428571
2025-11-05 13:45:00+00:00,0.0,2.0,0.0,0.0,0.89,0.97625,0.94,0.78625,0.0,0.44,0.35,0.48,236.35,234.625,236.825,0.10413475,0.0819723,0.113739875,0.299882,0.101646,0.076882825,0.0892882
2025-11-05 14:00:00+00:00,0.0,2.0,0.0,0.0,0.89,0.9785714285714285,0.9400000000000001,0.7842857142857144,0.0,0.44,0.35,0.48,237.20000000000002,235.5,237.6142857142857,0.10456442857142857,0.08241181428571429,0.11455271428571427,0.30139885714285714,0.10195185714285714,0.07710405714285715,0.08975851428571428
2025-11-05 14:15:00+00:00,0.0,2.081081081081081,0.0,0.0,0.89,0.9742857142857143,0.9400000000000001,0.79,0.0,0.44,0.35,0.48,237.05714285714288,235.29999999999998,237.64285714285714,0.10451914285714285,0.08223928571428572,0.11455628571428571,0.301302,0.10202971428571428,0.07721985714285715,0.0898278
2025-11-05 14:30:00+00:00,0.0,2.0425531914893615,0.0,0.0,0.89,0.9766666666666666,0.94,0.7844444444444445,0.0,0.44,0.35,0.48000000000000004,237.45555555555555,235.8777777777778,237.9888888888889,0.10469144444444445,0.08230337777777778,0.11485255555555557,0.30181911111111115,0.10219977777777778,0.07720388888888889,0.09006562222222222
2025-11-05 14:45:00+00:00,0.0,2.0,0.0,0.0,0.89,0.9799999999999999,0.9400000000000001,0.78,0.0,0.44,0.35,0.48,237.79999999999998,236.14285714285714,238.21428571428572,0.1046677142857143,0.08250941428571427,0.11518628571428571,0.30235685714285715,0.10233114285714286,0.07749231428571428,0.09035877142857142
2025-11-05 15:00:00+00:00,0.0,2.0555555555555554,0.0,0.0,0.89,0.9799999999999999,0.9400000000000001,0.78,0.0,0.44,0.35,0.48,237.52857142857144,235.85714285714286,238.0,0.104615,0.08239102857142856,0.11473728571428572,0.302386,0.10233814285714285,0.07725578571428572,0.09019361428571429
