ahu_id,month,energy_score_flag,pf_score_flag,unbalance_score_flag,thd_score_flag,overload_score_flag
e0109,2026-02,0.6761363636363636,0.12026515151515152,0.23863636363636365,0.2518939393939394,0.07670454545454546
e0110,2025-10,0.5471698113207547,0.5974842767295597,0.6792452830188679,0.0440251572327044,0.05660377358490566
e0110,2025-11,0.40555555555555556,0.40208333333333335,0.4756944444444444,0.2267361111111111,0.096875
e0110,2025-12,0.6932123655913979,0.43951612903225806,0.16801075268817203,0.5504032258064516,0.03595430107526882
e0110,2026-01,0.4334677419354839,0.18044354838709678,0.1774193548387097,0.15826612903225806,0.05510752688172043
e0110,2026-02,0.6856060606060606,0.1259469696969697,0.19886363636363635,0.32386363636363635,0.10132575757575757
e0111,2025-10,0.3270440251572327,0.0880503144654088,0.5345911949685535,0.4528301886792453,0.0
e0111,2025-11,0.3701388888888889,0.12604166666666666,0.36944444444444446,0.38472222222222224,0.00034722222222222224
e0111,2025-12,0.1693548387096774,0.2614247311827957,0.22849462365591397,0.4633736559139785,0.0
e0111,2026-01,0.47143817204301075,0.3225806451612903,0.22681451612903225,0.28830645161290325,0.0
e0111,2026-02,0.2206439393939394,0.3475378787878788,0.2215909090909091,0.3380681818181818,0.0
e0112,2025-10,0.4088050314465409,0.7861635220125787,0.389937106918239,1.0,0.0
e0112,2025-11,0.37430555555555556,0.4979166666666667,0.303125,0.45381944444444444,0.0
e0112,2025-12,0.6565860215053764,0.4842069892473118,0.13373655913978494,0.2493279569892473,0.0
e0112,2026-01,0.4146505376344086,0.3088037634408602,0.4495967741935484,0.2288306451612903,0.0010080645161290322
e0112,2026-02,0.6988636363636364,0.3721590909090909,0.6335227272727273,0.0,0.0
e0113,2025-10,0.5031446540880503,0.5283018867924528,0.0,0.5471698113207547,0.6226415094339622
e0113,2025-11,0.4329861111111111,0.28680555555555554,0.2378472222222222,0.43020833333333336,0.22604166666666667
e0113,2025-12,0.6760752688172043,0.36088709677419356,0.3393817204301075,0.2301747311827957,0.0023521505376344087
e0113,2026-01,0.3793682795698925,0.47513440860215056,0.2469758064516129,0.22009408602150538,0.0
e0113,2026-02,0.6704545454545454,0.33238636363636365,0.4403409090909091,0.0,0.0
e0114,2025-10,0.5911949685534591,0.1761006289308176,0.5534591194968553,0.48427672955974843,1.0
e0114,2025-11,0.3784722222222222,0.15625,0.403125,0.23368055555555556,0.41354166666666664
e0114,2025-12,0.6579301075268817,0.3057795698924731,0.2668010752688172,0.478494623655914,0.0
e0114,2026-01,0.44086021505376344,0.22446236559139784,0.17170698924731181,0.19858870967741934,0.009072580645161291
e0114,2026-02,0.6287878787878788,0.1543560606060606,0.2490530303030303,0.20833333333333334,0.001893939393939394
e0115,2025-10,0.4779874213836478,0.5660377358490566,0.710691823899371,0.3584905660377358,0.012578616352201259
e0115,2025-11,0.39791666666666664,0.253125,0.271875,0.31319444444444444,0.005902777777777778
e0115,2025-12,0.6844758064516129,0.30006720430107525,0.07896505376344086,0.4435483870967742,0.00571236559139785
e0115,2026-01,0.39280913978494625,0.19153225806451613,0.5013440860215054,0.1676747311827957,0.024193548387096774
e0115,2026-02,0.6742424242424242,0.1543560606060606,0.5321969696969697,0.06439393939393939,0.002840909090909091
e0116,2025-10,0.5157232704402516,0.5031446540880503,0.710691823899371,0.018867924528301886,0.0440251572327044
e0116,2025-11,0.3972222222222222,0.2920138888888889,0.41215277777777776,0.265625,0.011111111111111112
e0116,2025-12,0.6831317204301075,0.28225806451612906,0.18548387096774194,0.41364247311827956,0.23319892473118278
e0116,2026-01,0.38272849462365593,0.290994623655914,0.3995295698924731,0.301747311827957,0.020161290322580645
e0116,2026-02,0.678030303030303,0.20359848484848486,0.3693181818181818,0.39867424242424243,0.01231060606060606
e0117,2025-10,0.5471698113207547,0.41509433962264153,0.0,0.11320754716981132,0.0
e0117,2025-11,0.3923611111111111,0.36770833333333336,0.5746527777777778,0.23472222222222222,0.008333333333333333
e0117,2025-12,0.6985887096774194,0.09979838709677419,0.4314516129032258,0.47211021505376344,0.06081989247311828
e0117,2026-01,0.40961021505376344,0.11223118279569892,0.12903225806451613,0.1851478494623656,0.01881720430107527
e0117,2026-02,0.6931818181818182,0.11458333333333333,0.028409090909090908,0.35700757575757575,0.004734848484848485
e0118,2025-10,0.559748427672956,0.5157232704402516,0.0,0.5849056603773585,0.0
e0118,2025-11,0.4065972222222222,0.38090277777777776,0.275,0.31354166666666666,0.084375
e0118,2025-12,0.655241935483871,0.2668010752688172,0.552755376344086,0.34711021505376344,0.2362231182795699
e0118,2026-01,0.41935483870967744,0.28326612903225806,0.21471774193548387,0.20329301075268819,0.0023521505376344087
